Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
Catwoman's Nine Lives,5.95,"Books > Children's & Kids' Books > Mystery, Thriller & Suspense","Vecchio, Luciano Kane, Bob Manning, Matt",4291362,74.0,Capstone Pr Inc,English,5.75 x 8.75 x 0.25 Inches,,,2660
Sanjay & Craig 3,8.78,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Eric Esquivel,9914641,64.0,Papercutz,,9.03 x 5.97 x 4.19 Inches (US),,,2661
Sanjay & Craig 2,5.52,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Kaminski, James Spina, Sam Esquivel, Eric",9914259,56.0,Papercutz,,6.00 x 9.00 x 0.25 Inches,,,2662
Peanuts Where Beagles Dare,9.65,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Charles Schulz,8867114,96.0,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 7.62 Millimeters,,,2663
Kingdom Hearts II 2,16.65,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",316401153,480.0,Yen Press,English,7.50 x 5.00 x 1.62 Inches (US),,,2664
Winx Club 1-9,16.22,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 7514 >  > in > Books > # > 678 >  > in > Books > Literature & Fiction > # > 103 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,Iginio Straffi,1577293,832.0,VIZ MediaVIZ Media - Children's,English,8.25 x 5.75 x 1.40 Inches (US),,,2665
DISNEY'S CINDERELLA CINE?TORY,12.61,Books > Children's Books > Children's Comic Books & Graphic Novels > General,PRINCESS,6516057,384.0,Joe Books LTD,English,8.12 x 5.25 x 1.12 Inches (US),,,2666
GRAVITY FALLS VOL 3 CINESTORY,11.02,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,DISNEY,198803292X,240.0,Joe Books LTD,,,,,2667
Safari Survivor,5.2,Books > Children's Books > Interactive Adventures,"Smith, Owen Smith, Anne",5059436,112.0,Lerner Publishing Group,English,,,,2668
Grumpy Cat / Garfield 1,11.33,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Evanier, Mark",1524104965,100.0,Diamond Comic Distributors,English,9.25 x 6.00 x 0.25 Inches,,,2669
Ghosts,15.58,Books > Children's & Kids' Books > Children's Books with Social Themes > Adolescence,"Telgemeier, Raina",5540618,239.0,Scholastic,English,8.25 x 6.00 x 1.25 Inches,,,2670
Breadwinners 1,6.98,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Nickelodeon,9913009,55.0,Papercutz,,,,,2671
Superman Adventures 4,12.17,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Millar, Mark Michelinie, David",1401275117,240.0,Dc Comics,English,10.25 x 6.75 x 0.50 Inches,,,2672
Alex Rider,10.49,Books > Children's & Kids' Books > Children's Action & Adventure,"Horowitz, Anthony",763692565,176.0,Candlewick Pr,English,10.00 x 7.00 x 0.50 Inches,,,2673
INSIDE OUT,12.81,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,INSIDE OUT,6516874,384.0,Joe Books LTD,English,8.00 x 5.25 x 1.06 Inches (US),,,2674
Teen Titans Go! 3,12.77,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Hagan, Merrill Fisch, Sholly Cohen, Ivan",1267651,128.0,Dc Comics,English,6.75 x 10.00 x 0.25 Inches,,,2675
Unicorn vs. Goblins,9.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dana Simpson,947628X,176.0,Andrews McMeel Publishing,English,228.60 x 6.00 x 12.70 Millimeters,,,2676
Ninja-rella,3.75,Books > Children's & Kids' Books > Children's Fairy Tales & Folklore,"Comeau, Joey Lozano, Omar",4296512,40.0,Capstone Pr Inc,English,6.75 x 10.00 x 0.25 Inches,,,2677
The Complete Pokemon Guide Set,14.22,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,Makoto Mizobuchi,1595459,512.0,VIZ MediaVIZ Media - Children's,,5.75 x 104.78 x 40.64 Inches (US),,,2678
Batman and the Toxic Terror,3.99,Books > Children's Books > Action & Adventure,"Gordon, Steven E. Huelin, Jodi",188530X,22.0,Harpercollins Childrens Books,English,8.00 x 8.25 x 0.25 Inches,,,2679
Archie & Friends All-stars 25,10.82,Books > Children's & Kids' Books > Children's Humor Books,Archie Superstars Staff,7389426,224.0,Random House Inc,English,8.00 x 5.35 x 0.75 Inches,,,2680
If Found...Please Return to Elise Gravel,16.65,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Elise Gravel,462787,100.0,Drawn and QuarterlyDrawn &amp; Quarterly Publications,English,9.24 x 172.72 x 17.65 Inches (US),,,2681
TRAPPED GREEN GOBLIN LGB,3.57,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,SPIDERMAN,7976554,24.0,Random House Childrens Books,English,6.75 x 8.00 x 0.25 Inches,,,2682
Disney Gravity Falls Shorts,6.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,1772755192,112.0,Joe Books LTD,English,,,,2683
Macbeth,5.89,Books > Children's Books > Classics,"Shakespeare, William",4234477,77.0,Capstone Pr Inc,English,8.00 x 5.75 x 0.25 Inches,,,2684
The Revenge of Clayface,4.95,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Schigiel, Gregg Loughridge, Lee Stevens, Eric",4213698,47.0,Capstone Pr Inc,English,5.25 x 7.50 x 0.25 Inches,,,2685
Mermin 3,10.22,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Humorous,Joey Weiser,1620104334,152.0,Oni Press,English,228.60 x 6.00 x 0.50 Millimeters,,,2686
Disney Princess Cinestory Comic,23.65,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,1772753432,1536.0,Joe Books LTD,English,8.50 x 5.38 x 4.50 Inches (US),,,2687
Skylanders,9.43,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"MARZ, RON",1405819,88.0,Random House Distribution childrens,,6.00 x 9.00 x 0.50 Inches,,,2688
Phoebe and Her Unicorn in the Magic Storm,7.4,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures","Simpson, Dana",1449483593,157.0,Andrews McMeel Pub,English,9.00 x 6.00 x 0.50 Inches,,,2689
The Maker of Monsters,4.95,Books > Children's Books > Action & Adventure,"Decarlo, Mike Doescher, Erik Fein, Eric",4227627,49.0,Capstone Pr Inc,English,5.25 x 7.25 x 0.25 Inches,,,2690
Big Nate in a Class by Himself,7.97,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Peirce, Lincoln",1944349,214.0,Harpercollins Childrens Books,English,8.50 x 5.75 x 1.00 Inches,,5.0,2691
Sir Arthur Conan Doyle's The Lost World,5.35,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Action & Adventure,"Rodriguez, David",1496555813,78.0,Capstone Pr Inc,English,9.00 x 6.00 x 0.25 Inches,,,2692
Hilo 1,9.12,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Winick, Judd",5386177,191.0,Random House Childrens Books,English,8.50 x 5.75 x 0.60 Inches,,,2693
Birdsong,11.37,Books > Children's Books > Animals > Apes & Monkeys,"Sturm, James",5179941,50.0,Consortium Book Sales &amp; Dist,,6.25 x 9.25 x 0.25 Inches,,,2694
GRAVITY FALLS CINESTORY 2,6.23,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,DISNEY,803291X,240.0,Joe Books LTD,,,,,2695
The Purple Smurfs,5.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,7072066,55.0,Papercutz,English,9.00 x 6.50 x 0.25 Inches,,,2696
Disney Princess Comic Strips Collection,9.03,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,1772755222,96.0,Joe Books LTD,English,,,,2697
A Midsummer Night's Dream,4.06,Books > Children's & Kids' Books > Children's Classics,"Shakespeare, William",,76.0,Capstone Pr Inc,,8.00 x 5.75 x 0.25 Inches,,,2698
Warriors Graystripe's Adventure,8.27,Books > Children's & Kids' Books > Children's Animal Books > Cats,"Barry, James L. Hunter, Erin Jolley, Dan",62573004,264.0,Harpercollins Childrens Books,,5.00 x 7.00 x 0.50 Inches,,,2699
DreamWorks Trolls Cinestory Comic,9.48,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dreamworks,1772754455,384.0,Joe Books LTD,English,8.12 x 5.50 x 1.12 Inches (US),,,2700
Creepy Cowboy Caper,5.81,Books > Children's & Kids' Books > Children's Horror & Ghost Stories,"Steele, Michael Anthony",1496547721,105.0,Capstone Pr Inc,English,7.50 x 5.50 x 0.25 Inches,,,2701
The Last Kids on Earth,10.49,Books > Children's & Kids' Books > Children's Action & Adventure Books,Max Brallier,16618,240.0,Viking Books for Young ReadersPenguin Young Readers Group,English,,,4.5,2702
Phoebe and Her Unicorn (Phoebe and Her Unicorn Series Book 1),9.59,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 16269 >  > in > Books > # > 262 >  > in > Books > General,Dana Simpson,9446208,224.0,Andrews McMeel Publishing,English,228.60 x 147.32 x 15.24 Millimeters,,,2703
Chasing Herobrine,7.66,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Cara J. Stevens,1510718184,192.0,Skyhorse Pub,English,9.00 x 6.00 x 0.50 Inches,,,2704
Adventure Time 8,9.37,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Christopher Hastings,8867952,128.0,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.40 Millimeters,,,2705
Plants Vs. Zombies Graphic Novel ZomBox 2,20.37,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Tobin, Paul",1506702325,264.0,Random House Inc,English,10.50 x 6.75 x 1.75 Inches,,,2706
Poseidon,7.98,"Books > Children's Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology",George O'Connor,6437384,80.0,First Second,English,246.63 x 7.53 x 6.35 Millimeters,,,2707
The Creeps 3,14.5,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Chris Schweizer,9721901,128.0,Harry N. Abrams,English,,,,2708
Sunny Side Up,15.05,Books > Children's Books > Social Themes > Friendship,"Holm, Matthew Holm, Jennifer L.",5741657,216.0,Scholastic,English,8.50 x 5.50 x 1.00 Inches,,,2709
MY LITTLE PONY,4.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"ANDERSON, TED",168405107X,96.0,Random House Distribution childrens,English,9.00 x 6.00 x 0.25 Inches,,,2710
Disney Fairies Graphic Novel #16,2.99,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Tea Orsi,9911530,64.0,Papercutz,English,8.82 x 161.29 x 5.59 Inches (US),,,2711
Superman!,3.01,Books > Children's Books > Media Tie-Ins,"Beavers, Ethen Wrecks, Billy",7931953,24.0,Random House Childrens Books,English,6.75 x 8.25 x 0.25 Inches,,5.0,2712
Supergirl vs. Brainiac,14.35,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Sonneborn, Scott",4260156,56.0,Capstone Publishers (MN),English,5.40 x 0.40 x 7.60 Inches,,,2713
The Hunt for Hidden Treasure,3.34,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Beauregard, Lynda Mogorron, Guillermo",761385452,47.0,Lerner Pub Group,English,5.75 x 8.50 x 0.25 Inches,,,2714
The Return of Zita the Spacegirl,8.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Ben Hatke,6438765,240.0,First Second,English,8.44 x 131.32 x 16.00 Inches (US),,,2715
Batman,4.95,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Sazaklis, John",4297317,41.0,Capstone Pr Inc,English,10.75 x 8.25 x 0.25 Inches,,,2716
Tales from the Crypt 8,6.98,Books > Children's Books > Children's Comic Books & Graphic Novels > General,John L. Lansdale Stefan Petrucha Maia Kinney-Petrucha,7071633,96.0,Papercutz,English,191.77 x 5.12 x 6.86 Millimeters,,3.0,2717
The Big Book of Graphic Novels for Minecrafters,18.64,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stevens, Cara J. Miller, Megan",1510727159,576.0,Two Rivers Distribution,English,9.00 x 6.00 x 1.50 Inches,,,2718
Geronimo Stilton 3-In-1,12.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Geronimo Stilton,1545801150,144.0,Papercutz,English,9.00 x 165.10 x 9.40 Inches (US),,,2719
Teen Titans Go! 3,11.82,Books > Children's & Kids' Books > Children's Concept Books > Colors > Best seller ranking: > # > 38858 >  > in > Books > # > 804 >  > in > Books > General,"Norton, Mike Nauck, ToddIwahashi, Scott",1253675,138.0,Dc Comics,English,6.75 x 10.25 x 0.25 Inches,,,2720
The Misadventures of Max Crumbly 1,7.83,Books > Children's & Kids' Books > Children's Humor Books > Best seller ranking: > # > 6137 >  > in > Books > # > 302 >  > in > Books > ARCHIVE > # > 80 >  > in > Books > ARCHIVE > Children's Books,Rachel Rene Russell,1460010,320.0,Aladdin,English,8.00 x 5.50 x 30.48 Inches,,5.0,2721
Disney/Pixar Coco,4.14,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney/Pixar,1772755311,48.0,Joe Books LTD,English,,,,2722
POKEMON ADVENTURES,9.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,1584379,200.0,VIZ MediaVIZ Media - Children's,Japanese,190.50 x 127.00 x 17.78 Millimeters,,,2723
Big Nate,9.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 1848 >  > in > Books > # > 945 >  > in > Books > Children's Books > # > 148 >  > in > Books > Children's Books > Literature & Fiction,Lincoln Peirce,9429376,224.0,Andrews McMeel Publishing,English,228.60 x 6.00 x 17.78 Millimeters,,4.6667,2724
The Zodiac Legacy #1,2.99,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Stuart Moore,9912969,64.0,Papercutz,English,8.94 x 6.03 x 3.30 Inches (US),,,2725
Squish 3,6.99,Books > Children's & Kids' Books > Children's Humor Books,"Holm, Matthew Holm, Jennifer L.",5843918,91.0,Random House Childrens Books,English,7.00 x 5.50 x 0.50 Inches,,5.0,2726
Snoopy,8.81,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Schulz, Charles M.",9471831,168.0,Andrews McMeel Pub,English,9.00 x 6.00 x 0.25 Inches,,,2727
Disney Ducktales Cinestory Comic,6.23,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,177275496X,224.0,Joe Books LTD,English,,,,2728
Marvel Little Golden Book Library,18.79,Books > Children's & Kids' Books > Media Tie-Ins,"Berrios, Frank Cagol, Andrea Legramandi, Francesco",449817350,24.0,Random House Childrens Books,English,6.50 x 8.00 x 1.25 Inches,,,2729
Angry Birds Comics,9.33,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Tobin, Paul Korhonen, Kari",1684050014,68.0,Random House Distribution childrens,English,9.50 x 6.25 x 0.50 Inches,,,2730
My Little Pony 13,12.89,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Zahler, Thom Anderson, Rob Rice, Christina",1684050294,128.0,Random House Distribution childrens,English,10.25 x 6.75 x 0.25 Inches,,,2731
Snoopy Cowabunga!,8.81,Books > Children's & Kids' Books > Children's Humor Books,"Schulz, Charles M.",9450790,214.0,Andrews McMeel Pub,English,6.00 x 9.00 x 0.75 Inches,,,2732
Warriors Manga,11.56,Books > Children's & Kids' Books > Children's Animal Books > Cats,"Hunter, Erin Barry, James",1782286,336.0,Harpercollins Childrens Books,English,5.25 x 7.75 x 1.25 Inches,,,2733
"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",5.28,Books > Children's & Kids' Books > Children's Humor Books,Dav Pilkey,5385770,175.0,Blue Sky Pr,English,7.50 x 5.25 x 0.50 Inches,,,2734
Classics Illustrated 39,9.09,Books > Children's & Kids' Books > Children's Classics,"Willinsky, Samuel Blum, Alex A. Shakespeare, William",190681466X,48.0,Casemate Pub &amp; Book Dist Llc,,6.75 x 9.50 x 0.25 Inches,,,2735
Plants vs. Zombies Volume 8,6.79,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Paul Tobin,150670204X,80.0,Dark Horse Comics,English,9.25 x 6.25 x 0.50 Inches,,,2736
DC SUPER HERO GIRLS,9.4,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"FONTANA, SHEA",1272352,128.0,Dc Comics,English,9.00 x 6.00 x 0.25 Inches,,,2737
W.I.T.C.H 5,7.7,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Disney,316477052,256.0,Yen PressJY,English,,,,2738
Wonder Woman and Her Super Friends!,7.99,Books > Children's & Kids' Books > Children's Action & Adventure Books,Random House Children's Books,1939920,16.0,Random House Childrens Books,,9.00 x 8.00 x 0.50 Inches,,,2739
The Best of Archie Comics 4,9.4,Books > Children's & Kids' Books > Children's Humor Books > Best seller ranking: > # > 39061 >  > in > Books > # > 810 >  > in > Books > General,"Doyle, Frank Valleau, Janice Montana, Bob",9889427,414.0,Random House Inc,English,5.75 x 8.00 x 1.25 Inches,,,2740
Invisible Emmie,7.61,Books > Summer Reading Books > Chapter Books,Terri Libenson,2484933,192.0,Balzer &amp; Bray,English,8.25 x 5.50 x 1.00 Inches,,,2741
The Pizza Mystery,7.68,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Warner, Gertrude Chandler Dubisch, Mike Worley, Rob M.",7565372,32.0,Albert Whitman &amp; Company,English,9.00 x 7.00 x 0.06 Inches (US),,,2742
Bunny vs. Monkey 1,7.38,Books > Children's & Kids' Books > Children's Animal Books > General,"Smart, Jamie",5861848,61.0,Scholastic,English,8.75 x 6.00 x 0.25 Inches,,,2743
Zombie Kid Diaries 1,9.12,Books > Children's & Kids' Books > Children's Humor Books,"Hutchison, David Perry, Fred",5092541,128.0,Diamond Comic Distributors,English,5.50 x 7.50 x 0.25 Inches,,,2744
Lowriders to the Center of the Earth,9.4,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Cathy Camper,2138368,128.0,Chronicle Books,English,,,,2745
Classics Illustrated 12,6.56,Books > Children's & Kids' Books > Children's Classics,"Brooks, Jon Bront, Charlotte Sundel, Al",6814275,48.0,"Classic Comic Store, Limited",,,,,2746
Annoying Orange 3,4.99,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Kazaleh, Mike Shaw, Scott",1597074217,63.0,Papercutz,English,6.50 x 9.25 x 0.50 Inches,,,2747
